# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 19 08:48:12 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and decstr in [+37, +73])
# CONSTRAINT:  order by disc_year desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-1288 c,TOI-1288,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,443.00000000,,,,84.00000,0.26429,Msini,0.130000,,,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,G V,5225.00,1.01,0.89,0.070,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,10.4450000,8.7790000,10.4468000,2023-01-04,2022-12,2023-01-04
TOI-1260 d,TOI-1260,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.60816400,0.111600,3.120,0.278,11.84000,0.03725,Mass,0.000000,10.32,499,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,0.67,0.68,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2022-12-17,2022-12,2022-12-17
TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,5.98394400,0.067200,10.929,0.975,63.88351,0.20100,Mass,0.000000,558.00,1352,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5611.00,1.69,1.13,0.241,[Fe/H],4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m51.76s,288.4656683,+66d20m52.58s,66.3479375,504.7750000,12.3000000,10.7170000,12.2213000,2022-08-29,2022-08,2022-08-29
HD 191939 e,HD 191939,1,1,6,Radial Velocity,2022,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,101.12000000,0.407000,,,112.20000,0.35302,Msini,0.031000,3.90,390,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600,2022-11-14,2022-11,2022-11-14
HD 191939 f,HD 191939,1,1,6,Radial Velocity,2022,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,2200.00000000,3.200000,,,660.00000,2.07659,Msini,,,125,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600,2022-11-14,2022-11,2022-11-14
HD 191939 g,HD 191939,1,1,6,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,284.00000000,0.812000,,,13.50000,0.04248,Msini,0.030000,0.99,278,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600,2022-11-14,2022-11,2022-11-14
Gaia-2 b,Gaia-2,1,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=PANAHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510197P/abstract target=ref>Panahi et al. 2022</a>,3.69152240,0.046700,14.818,1.322,259.66581,0.81700,Mass,,,,0,<a refstr=PANAHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510197P/abstract target=ref>Panahi et al. 2022</a>,,5720.00,1.06,1.00,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m56.48s,110.7353308,+67d15m09.56s,67.2526565,209.2290000,11.2770000,9.7420000,11.1968000,2022-06-08,2022-05,2022-06-08
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,4.87217100,,5.220,0.466,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631.00,1.02,1.00,,,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,223.3588909,+68d51m34.10s,68.8594720,290.6460000,12.2140000,10.6270000,12.0984000,2022-10-03,2022-11,2022-10-03
TOI-1516 b,TOI-1516,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,2.05601400,,15.244,1.360,1004.33777,3.16000,Mass,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F8 V,6520.00,1.14,1.14,-0.050,[Fe/H],4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h40m20.31s,340.0846204,+69d30m13.43s,69.5037313,247.0540000,10.8580000,9.6690000,10.7156000,2022-05-23,2022-05,2022-05-23
TOI-4137 b,TOI-4137,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.80161220,0.052220,13.574,1.211,457.67291,1.44000,Mass,0.000000,1013.00,1570,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6202.00,1.44,1.31,0.182,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h10m27.09s,77.6128790,+70d23m27.88s,70.3910790,334.9930000,11.3100000,10.0040000,11.2468000,2022-08-29,2022-08,2022-08-29
TOI-1246 b,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,4.30744000,0.049000,3.010,0.269,8.10000,0.02549,Mass,,196.00,955,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-1246 c,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,5.90414400,0.061000,2.510,0.224,8.80000,0.02769,Mass,,129.00,860,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-1246 d,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,18.65590000,0.131000,3.510,0.313,5.30000,0.01668,Mass,,28.00,586,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-1246 e,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,37.92160000,0.211000,3.780,0.337,14.80000,0.04657,Mass,,11.00,462,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
HD 174205 b,HD 174205,1,1,1,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,582.00000000,1.700000,,,1334.87931,4.20000,Msini,0.400000,,,0,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,K2,4308.00,26.60,1.80,-0.280,[Fe/H],1.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m10.37s,280.7932014,+70d47m34.17s,70.7928237,234.0270000,6.2820900,3.5740000,5.8976500,2022-06-27,2022-06,2022-06-27
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.92230000,,16.813,1.500,143.02278,0.45000,Mass,0.068000,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,6000.00,2.31,1.54,0.290,[Fe/H],3.90,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.1280000,12.7240000,10.6300000,12.4747000,2022-03-16,2022-03,2022-03-16
TOI-1670 b,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,10.98462000,0.103000,2.060,0.184,41.31769,0.13000,Mass,0.590000,,1062,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,1.32,1.21,0.090,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.0670000,9.8890000,8.7240000,9.8193400,2022-03-16,2022-03,2022-03-16
TOI-1670 c,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,40.74976000,0.249000,11.063,0.987,200.23190,0.63000,Mass,0.090000,,684,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,1.32,1.21,0.090,[Fe/H],4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.0670000,9.8890000,8.7240000,9.8193400,2022-03-16,2022-03,2022-03-16
TOI-1695 b,TOI-1695,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CHERUBIM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106445C/abstract target=ref>Cherubim et al. 2022</a>,3.13427910,0.033548,1.900,0.170,6.36000,0.02001,Mass,0.097000,39.00,698,0,<a refstr=CHERUBIM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106445C/abstract target=ref>Cherubim et al. 2022</a>,M1 V,3690.00,0.52,0.51,0.000,[Fe/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.1309000,12.9890000,8.8180000,12.1364000,2023-02-25,2022-11,2023-02-25
HD 150010 b,HD 150010,1,1,1,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,562.00000000,1.400000,,,762.78818,2.40000,Msini,0.200000,,,0,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,K2 III,4153.00,16.20,1.30,-0.250,[Fe/H],2.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m28.10s,247.8670682,+72d36m45.29s,72.6125804,144.4900000,6.2893000,3.1770000,5.8664200,2022-06-27,2022-06,2022-06-27
TOI-1634 b,TOI-1634,1,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.98934550,,1.773,0.158,7.57000,0.02382,Mass,0.000000,,,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,,3472.00,0.45,0.45,0.190,[Fe/H],4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.2736000,13.2170000,8.6000000,12.1965000,2023-07-10,2022-09,2023-07-10
Kepler-1934 b,Kepler-1934,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.41975999,,0.913,0.081,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5925.00,1.03,0.97,-0.140,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.5140000,12.8740000,11.4360000,12.7503000,2021-12-05,2022-02,2021-12-05
Kepler-1828 b,Kepler-1828,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,10.27379990,,2.116,0.189,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5806.00,0.90,1.00,-0.040,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m42.62s,292.4275963,+37d19m14.74s,37.3207616,871.8100000,14.9850000,13.3330000,14.8984000,2021-12-05,2022-02,2021-12-05
Kepler-1854 b,Kepler-1854,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,39.83110046,,2.587,0.231,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5026.00,0.76,0.80,0.000,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.62s,286.2859300,+37d23m13.17s,37.3869915,423.3480000,14.3810000,12.1460000,14.1068000,2021-12-05,2022-02,2021-12-05
Kepler-1798 b,Kepler-1798,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,16.85589981,,2.309,0.206,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3967.00,0.59,0.59,0.060,[Fe/H],4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m54.29s,291.7262251,+37d31m44.28s,37.5289680,395.1960000,16.3910000,12.7760000,15.6827000,2021-12-05,2022-02,2021-12-05
Kepler-1732 b,Kepler-1732,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,32.31240082,,4.099,0.366,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5821.00,1.49,1.04,0.040,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m09.84s,292.2910129,+37d34m50.77s,37.5807686,1289.4100000,14.8840000,13.2050000,14.7163000,2021-12-05,2022-02,2021-12-05
Kepler-1777 b,Kepler-1777,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,12.18420029,,2.132,0.190,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5771.00,1.07,0.98,0.060,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m18.87s,290.3286455,+37d43m23.23s,37.7231188,619.1460000,14.1120000,12.5280000,13.9541000,2021-12-05,2022-02,2021-12-05
Kepler-1710 b,Kepler-1710,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,14.91110039,,3.197,0.285,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5650.00,0.90,0.93,-0.040,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m43.99s,291.6832878,+37d45m05.30s,37.7514726,305.1930000,12.6950000,11.0470000,12.5606000,2021-12-05,2022-02,2021-12-05
Kepler-1733 b,Kepler-1733,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,9.22957993,,3.636,0.324,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6320.00,1.25,1.27,0.240,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m33.23s,291.1384628,+37d51m33.28s,37.8592447,2080.5100000,15.6120000,13.9810000,15.3570000,2021-12-05,2022-02,2021-12-05
